date,start,end,duration,event_type,file,app,command,raw
2026-04-02,22:33:44,22:59:37,126.92,app,,Google Chrome,,Envoi READme séparé - Google Chrome
2026-04-02,22:59:01,22:59:25,28.52,file,duration_file.py,Visual Studio Code,,duration_file.py - taskMonitor - Visual Studio Code
2026-04-02,22:57:58,22:58:28,24.45,file,file_collector.sh,Visual Studio Code,,file_collector.sh - taskMonitor - Visual Studio Code
2026-04-02,22:59:55,23:00:10,21.43,file,file_collector.py,Visual Studio Code,,file_collector.py - taskMonitor - Visual Studio Code
2026-04-02,22:25:12,22:28:24,21.13,file,TEST.py,Visual Studio Code,,TEST.py - taskMonitor - Visual Studio Code
2026-04-02,22:16:42,22:17:02,7.38,file,collect_file_script.sh,Visual Studio Code,,collect_file_script.sh - taskMonitor - Visual Studio Code
2026-04-02,21:02:17,21:02:41,6.03,file,logger.py,Visual Studio Code,,logger.py - taskMonitor - Visual Studio Code
2026-04-02,20:59:15,20:59:21,5.52,file,extract_window_host_events.sh,Visual Studio Code,,extract_window_host_events.sh - taskMonitor - Visual Studio Code
2026-04-02,22:58:32,22:58:57,4.83,file,get_collect_file.py,Visual Studio Code,,get_collect_file.py - taskMonitor - Visual Studio Code
2026-04-02,21:32:10,21:32:23,4.65,file,log_extractor.sh,Visual Studio Code,,log_extractor.sh - taskMonitor - Visual Studio Code
2026-04-02,21:14:56,21:15:16,2.4,file,config.py,Visual Studio Code,,config.py - taskMonitor - Visual Studio Code
2026-04-02,21:12:55,21:13:35,2.38,file,log_extractor.py,Visual Studio Code,,log_extractor.py - taskMonitor - Visual Studio Code
2026-04-02,22:03:45,22:03:47,2.37,app,,Google Chrome,,google translate - Recherche Google - Google Chrome
2026-04-02,20:44:11,20:46:10,1.98,file,window_changes.log,Visual Studio Code,,window_changes.log - taskMonitor - Visual Studio Code
2026-04-02,21:15:16,21:16:33,1.97,file,models.py,Visual Studio Code,,models.py - taskMonitor - Visual Studio Code
2026-04-02,20:43:36,20:43:54,1.97,file,__init__.py,Visual Studio Code,,__init__.py - taskMonitor - Visual Studio Code
2026-04-02,20:42:53,20:44:43,1.83,app,,Google Chrome,,GitHub Authentication - Sign In - Google Chrome
2026-04-02,21:49:36,21:49:47,1.77,file,Opened_file.txt,Visual Studio Code,,Opened_file.txt - taskMonitor - Visual Studio Code
2026-04-02,22:31:59,22:33:32,1.55,app,,Google Chrome,,(8) Black Bird Season 1 Episode 6 Best Acting in a TV show - YouTube - Google Chrome
2026-04-02,20:57:50,20:59:00,1.17,file,window_monitor.sh,Visual Studio Code,,window_monitor.sh - taskMonitor - Visual Studio Code
2026-04-02,22:02:47,22:03:45,0.97,app,,Google Chrome,,Hifika Mija avoko production - Recherche Google - Google Chrome
2026-04-02,22:30:15,22:31:10,0.92,app,,Google Chrome,,tueur en serie organise - Recherche Google - Google Chrome
2026-04-02,20:41:30,20:42:11,0.68,app,,Google Chrome,,Boîte de réception (37) - ralaikotonadia@gmail.com - Gmail - Google Chrome
2026-04-02,22:02:02,22:02:32,0.5,app,,Google Chrome,,Hifika Mija - Recherche Google - Google Chrome
2026-04-02,22:29:49,22:30:15,0.43,app,,Google Chrome,,Hannibla lecter - Recherche Google - Google Chrome
2026-04-02,20:43:54,20:44:11,0.28,file,pyproject.toml,Visual Studio Code,,pyproject.toml - taskMonitor - Visual Studio Code
2026-04-02,22:29:41,22:29:49,0.28,app,,Google Chrome,,New Tab - Google Chrome
2026-04-02,20:42:15,20:42:31,0.27,app,,Google Chrome,,Connexion : comptes Google - Google Chrome
2026-04-02,22:02:32,22:02:47,0.25,app,,Google Chrome,,Hifika Mija film gasy - Recherche Google - Google Chrome
2026-04-02,20:51:11,20:51:17,0.23,app,,taskMonitor,,taskMonitor
2026-04-02,21:49:30,21:49:36,0.23,file,Closed_file.txt,Visual Studio Code,,Closed_file.txt - taskMonitor - Visual Studio Code
2026-04-02,22:33:32,22:33:44,0.2,app,,Google Chrome,,(8) Taylor Swift - Elizabeth Taylor (Clip officiel) - YouTube - Google Chrome
2026-04-02,22:31:46,22:31:56,0.17,app,,Google Chrome,,(8) Bird TVshow - YouTube - Google Chrome
2026-04-02,22:31:56,22:31:59,0.15,app,,Google Chrome,,(8) Saweetie & GALXARA - Sway With Me (from Birds of Prey: The Album) [Official Audio] - YouTube - Google Chrome
2026-04-02,20:42:45,20:42:47,0.1,app,,Google Chrome,,GitHub · Where software is built - Google Chrome
2026-04-02,20:42:39,20:42:45,0.1,app,,Google Chrome,,[GitHub] Please verify your device - ralaikotonadia@gmail.com - Gmail - Google Chrome
2026-04-02,22:31:34,22:31:40,0.1,app,,Google Chrome,,Saweetie & GALXARA - Sway With Me (from Birds of Prey: The Album) [Official Audio] - YouTube - Google Chrome
2026-04-02,20:41:26,20:41:30,0.07,app,,Google Chrome,,The Strange Math That Predicts (Almost) Anything - YouTube - Google Chrome
2026-04-02,20:42:35,20:42:39,0.07,app,,Google Chrome,,Boîte de réception (38) - ralaikotonadia@gmail.com - Gmail - Google Chrome
2026-04-02,20:42:47,20:42:51,0.07,app,,Google Chrome,,Verify Session - Google Chrome
2026-04-02,22:03:49,22:03:51,0.07,file,taskmonitor_arborescence.html,Google Chrome,,taskmonitor_arborescence.html - Google Chrome
2026-04-02,20:51:17,20:51:19,0.07,app,,taskmonitor,,taskmonitor
2026-04-02,21:02:15,21:02:17,0.07,file,storage.py,Visual Studio Code,,storage.py - taskMonitor - Visual Studio Code
